TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionYear,TransactionMonth,TransactionDay,TransactionHour,TransactionWeekday,DaysSincePrevious,Cluster,Target
752.69,0,9,0,65.0,0,115.0,1.0,14489.69,2023,5,29,18,0,-525,2,2
78.5,0,38,1,31.0,0,41.0,1.0,13991.5,2023,2,14,16,1,-629,2,2
50.0,0,17,0,53.0,0,87.0,1.0,185.87,2023,2,24,18,4,-619,1,1
132.42,1,10,0,18.0,3,164.0,1.0,726.39,2023,7,24,16,0,-469,1,1
11.67,1,13,1,76.0,2,105.0,1.0,7458.63,2023,11,13,16,0,-357,0,0
83.16,1,20,0,61.0,2,177.0,1.0,3065.87,2023,8,16,16,2,-446,1,1
149.02,0,13,1,46.0,1,176.0,1.0,9379.72,2023,9,1,16,4,-430,2,2
74.27,0,22,2,59.0,0,148.0,1.0,13696.61,2023,7,13,17,3,-480,2,2
876.57,0,32,0,62.0,2,118.0,1.0,3743.63,2023,9,11,16,0,-420,1,1
615.58,1,17,0,42.0,0,133.0,1.0,14343.0,2023,9,25,16,0,-406,2,2
643.03,0,17,2,36.0,1,52.0,1.0,2882.16,2023,8,1,16,1,-461,1,1
7.95,1,31,0,79.0,2,65.0,1.0,5631.2,2023,1,9,16,0,-665,0,0
270.92,0,21,1,77.0,2,143.0,1.0,4574.43,2023,4,21,17,4,-563,0,0
499.48,1,5,0,24.0,3,133.0,1.0,1242.62,2023,1,17,16,1,-657,1,1
841.5,0,1,1,25.0,3,287.0,1.0,352.31,2023,5,22,16,0,-532,1,1
138.82,1,13,2,77.0,2,53.0,1.0,3100.22,2023,10,16,16,0,-385,1,1
231.46,0,24,1,60.0,1,83.0,1.0,4707.24,2023,6,8,16,3,-515,0,0
292.08,1,8,0,72.0,2,32.0,1.0,7950.48,2023,12,29,18,4,-311,0,0
63.98,1,3,2,54.0,0,258.0,1.0,7954.12,2023,10,30,16,0,-371,0,0
235.21,1,4,1,67.0,0,74.0,1.0,5946.61,2023,10,16,16,0,-385,0,0
201.73,1,3,2,57.0,1,78.0,1.0,6650.71,2023,9,5,18,1,-426,0,0
161.31,1,26,0,28.0,3,13.0,1.0,1268.67,2023,9,11,16,0,-420,1,1
18.41,1,1,1,53.0,0,168.0,1.0,8287.54,2023,12,1,17,4,-339,0,0
471.75,0,38,1,34.0,0,41.0,1.0,12948.5,2023,6,6,18,1,-517,2,2
290.02,1,25,1,55.0,1,246.0,1.0,4746.71,2023,9,25,17,0,-406,0,0
48.05,1,27,1,27.0,1,38.0,1.0,5334.97,2023,5,18,17,3,-536,0,0
359.42,1,3,1,55.0,0,30.0,1.0,1765.45,2023,5,29,16,0,-525,1,1
32.91,1,13,2,19.0,3,255.0,1.0,427.3,2023,5,4,16,3,-550,1,1
3.8,1,10,1,67.0,2,140.0,1.0,6285.39,2023,8,8,16,1,-454,0,0
31.81,1,13,2,51.0,2,149.0,1.0,1406.6,2023,4,6,17,3,-578,1,1
220.2,1,4,2,28.0,3,102.0,1.0,1075.15,2023,9,11,16,0,-420,1,1
476.03,0,15,1,77.0,2,99.0,1.0,5958.34,2023,9,1,16,4,-430,0,0
141.91,1,24,1,23.0,3,49.0,1.0,791.97,2023,1,19,17,3,-655,1,1
95.83,1,42,2,27.0,3,91.0,1.0,1726.4,2023,12,1,16,4,-339,1,1
51.15,0,20,1,46.0,1,199.0,1.0,8992.25,2023,3,1,17,2,-614,2,2
1192.2,0,17,1,60.0,2,103.0,5.0,7816.41,2023,12,21,16,3,-319,0,0
50.75,1,4,0,62.0,0,185.0,1.0,8271.47,2023,8,14,18,0,-448,0,0
185.07,1,7,1,22.0,3,159.0,1.0,636.42,2023,12,19,16,1,-321,1,1
293.54,1,34,2,40.0,1,45.0,1.0,2290.1,2023,1,16,17,0,-658,1,1
23.38,1,22,1,32.0,1,112.0,1.0,9968.49,2023,9,25,18,0,-406,2,2
285.26,1,1,0,28.0,3,93.0,1.0,167.72,2023,11,1,16,2,-369,1,1
129.48,1,39,0,31.0,1,179.0,1.0,7581.7,2023,2,6,16,0,-637,0,0
743.03,1,27,0,50.0,1,174.0,1.0,4111.38,2023,7,27,16,3,-466,0,0
297.86,0,25,0,28.0,3,96.0,1.0,1680.14,2023,2,6,17,0,-637,1,1
231.92,1,16,0,66.0,0,12.0,1.0,5715.08,2023,7,10,18,0,-483,0,0
295.82,0,6,1,47.0,1,46.0,1.0,5897.73,2023,12,14,16,3,-326,0,0
302.86,1,20,2,55.0,0,275.0,1.0,5239.24,2023,7,3,18,0,-490,0,0
81.08,1,29,0,58.0,1,56.0,1.0,7788.91,2023,9,19,16,1,-412,0,0
775.6,0,23,1,79.0,2,158.0,1.0,3898.64,2023,8,21,17,0,-441,1,1
178.43,1,3,1,26.0,3,136.0,1.0,1214.93,2023,12,26,18,1,-314,1,1
211.91,1,16,2,20.0,3,181.0,1.0,927.47,2023,9,18,16,0,-413,1,1
17.21,1,29,2,23.0,3,219.0,1.0,914.16,2023,12,25,17,0,-315,1,1
124.22,1,5,0,23.0,3,172.0,1.0,9695.04,2023,5,19,17,4,-535,2,2
38.37,1,35,0,63.0,0,135.0,1.0,8647.04,2023,9,1,16,4,-430,0,0
269.79,1,38,0,52.0,1,17.0,1.0,1292.1,2023,10,3,16,1,-398,1,1
605.42,1,23,0,21.0,3,33.0,1.0,392.34,2023,6,13,16,1,-510,1,1
211.36,1,2,0,60.0,1,40.0,1.0,9877.17,2023,1,2,17,0,-672,2,2
29.19,0,26,1,58.0,0,41.0,1.0,12059.85,2023,1,25,17,2,-649,2,2
701.7,0,39,2,61.0,2,64.0,1.0,6643.24,2023,6,30,16,4,-493,0,0
862.34,1,18,1,57.0,0,72.0,1.0,9903.48,2023,5,25,16,3,-529,2,2
410.97,1,20,1,22.0,3,45.0,1.0,151.42,2023,9,25,17,0,-406,1,1
36.97,1,41,1,41.0,1,79.0,1.0,2850.92,2023,8,23,17,2,-439,1,1
137.59,1,26,0,30.0,0,95.0,1.0,10679.67,2023,1,3,16,1,-671,2,2
168.11,0,27,2,51.0,0,12.0,1.0,10652.13,2023,5,19,16,4,-535,2,2
430.98,1,3,1,24.0,3,93.0,1.0,569.25,2023,10,10,18,1,-391,1,1
13.87,1,31,1,24.0,3,20.0,1.0,954.83,2023,12,11,18,0,-329,1,1
642.68,1,17,0,76.0,2,66.0,1.0,1831.2,2023,5,25,16,3,-529,1,1
175.07,1,19,2,28.0,1,169.0,2.0,9274.64,2023,11,23,16,3,-347,2,2
302.82,1,17,0,36.0,1,175.0,1.0,9384.54,2023,11,3,16,4,-367,2,2
1647.74,1,13,0,67.0,2,52.0,1.0,1483.84,2023,12,25,17,0,-315,1,1
406.81,1,27,2,66.0,2,84.0,1.0,1968.36,2023,12,5,16,1,-335,1,1
256.3,1,27,2,53.0,2,172.0,1.0,4203.05,2023,4,5,16,2,-579,0,0
80.96,0,17,2,19.0,3,97.0,1.0,959.94,2023,9,27,17,2,-404,1,1
95.78,1,1,2,22.0,3,27.0,1.0,271.64,2023,3,23,17,3,-592,1,1
379.54,0,16,1,41.0,0,118.0,1.0,12571.76,2023,1,3,17,1,-671,2,2
903.19,1,12,2,22.0,3,65.0,1.0,8627.08,2023,7,6,17,3,-487,0,0
142.19,1,15,1,18.0,3,27.0,4.0,524.46,2023,6,15,18,3,-508,1,1
847.45,1,17,1,28.0,3,175.0,1.0,422.32,2023,6,19,16,0,-504,1,1
295.18,0,9,1,66.0,0,31.0,1.0,12961.53,2023,5,9,17,1,-545,2,2
18.46,1,5,1,68.0,2,213.0,1.0,6381.6,2023,11,20,16,0,-350,0,0
603.23,1,11,1,28.0,3,48.0,1.0,117.98,2023,8,24,17,3,-438,1,1
54.5,0,30,1,57.0,2,147.0,1.0,1715.22,2023,11,22,16,2,-348,1,1
414.77,1,37,2,29.0,0,274.0,1.0,5599.81,2024,1,1,17,0,-308,0,0
886.19,1,7,1,61.0,2,69.0,1.0,7904.24,2023,8,21,17,0,-441,0,0
440.03,1,38,2,49.0,1,88.0,1.0,1490.44,2023,11,29,16,2,-341,1,1
211.36,1,26,0,56.0,2,285.0,1.0,1532.72,2023,3,23,16,3,-592,1,1
76.39,1,10,1,18.0,3,219.0,1.0,5976.0,2023,1,13,17,4,-661,0,0
595.91,0,35,0,19.0,3,162.0,1.0,1673.76,2023,8,10,18,3,-452,1,1
6.03,1,6,1,76.0,2,70.0,1.0,3290.72,2023,8,9,18,2,-453,1,1
249.34,1,5,0,26.0,1,197.0,1.0,3030.97,2023,8,15,17,1,-447,1,1
421.52,1,38,1,20.0,3,67.0,1.0,369.86,2023,8,15,17,1,-447,1,1
189.77,1,33,1,58.0,1,24.0,1.0,6570.36,2023,2,27,16,0,-616,0,0
73.19,1,1,1,76.0,2,213.0,1.0,2264.98,2023,10,18,16,2,-383,1,1
188.13,0,17,2,75.0,2,198.0,1.0,5029.87,2023,6,2,18,4,-521,0,0
30.52,1,17,1,62.0,0,122.0,1.0,12327.74,2023,5,19,17,4,-535,2,2
1235.69,0,38,1,20.0,3,118.0,1.0,420.25,2023,5,24,16,2,-530,1,1
1159.39,1,28,2,41.0,0,150.0,1.0,6499.53,2023,10,12,16,3,-389,0,0
170.24,1,37,1,62.0,2,133.0,1.0,5172.99,2023,6,5,16,0,-518,0,0
56.62,1,2,1,54.0,0,121.0,1.0,8981.1,2023,2,27,17,0,-616,2,2
53.14,1,19,0,34.0,0,70.0,1.0,7915.0,2023,4,21,17,4,-563,0,0
587.23,1,29,2,27.0,3,144.0,1.0,500.84,2023,7,31,17,0,-462,1,1
211.36,1,31,1,43.0,0,75.0,1.0,13784.4,2023,1,6,17,4,-668,2,2
21.27,0,16,2,62.0,2,114.0,1.0,7392.79,2023,7,24,17,0,-469,0,0
1397.59,0,2,0,26.0,3,144.0,1.0,1134.79,2023,11,13,17,0,-357,1,1
76.02,0,0,2,34.0,0,189.0,1.0,14765.41,2023,7,12,16,2,-481,2,2
170.19,0,20,1,27.0,3,156.0,5.0,4734.110000000001,2023,7,7,17,4,-486,0,0
155.51,1,33,0,68.0,0,15.0,1.0,5360.19,2023,8,21,18,0,-441,0,0
135.15,1,7,2,72.0,2,50.0,1.0,5878.14,2023,3,20,17,0,-595,0,0
39.48,1,29,0,56.0,2,38.0,1.0,5889.51,2023,5,26,16,4,-528,0,0
451.68,1,15,2,33.0,1,15.0,1.0,4381.54,2023,4,18,18,1,-566,0,0
19.11,0,7,2,45.0,1,160.0,1.0,8478.46,2023,9,18,16,0,-413,0,0
355.0,0,13,2,26.0,3,33.0,1.0,185.47,2023,8,29,16,1,-433,1,1
427.69,1,33,0,43.0,1,236.0,1.0,2443.54,2023,3,28,16,1,-587,1,1
254.86,1,4,1,23.0,3,102.0,1.0,699.9,2023,1,26,17,3,-648,1,1
19.48,1,9,0,27.0,1,114.0,1.0,4739.59,2023,7,10,16,0,-483,0,0
190.17,1,3,0,49.0,0,265.0,1.0,12893.85,2023,6,9,17,4,-514,2,2
91.38,1,17,0,45.0,2,179.0,1.0,2402.58,2023,4,3,16,0,-581,1,1
206.63,0,28,2,59.0,2,128.0,1.0,7626.53,2023,12,7,16,3,-333,0,0
93.22,1,5,2,52.0,2,52.0,1.0,1014.63,2023,4,7,17,4,-577,1,1
547.98,1,28,0,28.0,3,171.0,1.0,1358.54,2023,10,24,17,1,-377,1,1
641.06,1,7,0,23.0,3,25.0,1.0,1602.13,2023,12,11,16,0,-329,1,1
314.55,0,9,1,27.0,3,19.0,2.0,1105.89,2023,4,25,17,1,-559,1,1
836.45,1,41,2,61.0,2,63.0,1.0,1731.89,2023,2,27,16,0,-616,1,1
1095.09,1,37,0,29.0,1,52.0,1.0,8692.47,2023,4,17,17,0,-567,0,0
189.45,0,4,1,53.0,0,62.0,1.0,12578.75,2023,3,21,17,1,-594,2,2
91.84,0,23,1,67.0,2,80.0,1.0,1712.41,2023,7,5,17,2,-488,1,1
609.52,1,42,0,78.0,2,169.0,1.0,3485.03,2023,7,28,16,4,-465,1,1
859.3,0,7,1,78.0,2,68.0,1.0,1146.78,2023,8,1,17,1,-461,1,1
100.01,1,30,0,50.0,0,63.0,1.0,6393.12,2023,6,29,16,3,-494,0,0
28.78,0,40,2,40.0,0,51.0,1.0,680.55,2023,8,7,16,0,-455,1,1
111.08,1,6,2,70.0,0,83.0,1.0,7037.34,2023,5,15,17,0,-539,0,0
470.96,0,16,2,69.0,0,124.0,2.0,12991.03,2023,3,10,16,4,-605,2,2
52.23,0,37,1,28.0,3,96.0,1.0,105.01,2023,9,11,18,0,-420,1,1
78.62,1,28,1,32.0,0,52.0,1.0,1360.85,2023,7,31,16,0,-462,1,1
47.79,1,10,1,25.0,3,37.0,1.0,1649.92,2023,9,15,17,4,-416,1,1
333.97,1,14,1,52.0,0,45.0,1.0,5237.36,2023,3,22,16,2,-593,0,0
30.87,1,14,0,33.0,0,295.0,1.0,14348.65,2023,7,12,16,2,-481,2,2
710.43,1,36,2,67.0,2,115.0,1.0,5625.55,2023,3,8,17,2,-607,0,0
220.23,1,25,0,41.0,1,48.0,1.0,3438.02,2023,9,18,18,0,-413,1,1
27.28,1,1,0,29.0,0,96.0,1.0,10668.24,2023,12,25,16,0,-315,2,2
101.52,1,40,0,49.0,1,98.0,1.0,2018.9,2023,8,9,16,2,-453,1,1
162.65,1,27,0,59.0,1,147.0,1.0,9500.95,2023,5,11,17,3,-543,2,2
10.52,1,18,0,55.0,2,30.0,1.0,2472.99,2023,7,19,17,2,-474,1,1
270.72,1,20,1,38.0,0,37.0,1.0,6522.47,2023,3,27,17,0,-588,0,0
202.34,1,27,2,20.0,3,134.0,1.0,4734.110000000001,2023,1,10,16,1,-664,0,0
247.58,1,35,0,39.0,1,152.0,1.0,778.74,2023,5,29,18,0,-525,1,1
686.17,1,10,0,61.0,2,112.0,1.0,2246.15,2023,10,3,17,1,-398,1,1
359.65,0,17,2,25.0,3,289.0,1.0,219.53,2023,1,12,17,3,-662,1,1
109.91,1,39,1,38.0,0,90.0,1.0,12896.06,2023,5,1,16,0,-553,2,2
215.72,0,8,1,30.0,1,137.0,1.0,8697.11,2023,10,11,18,2,-390,0,0
490.76,1,8,2,66.0,2,156.0,1.0,6414.11,2023,1,2,16,0,-672,0,0
224.28,1,6,2,64.0,2,68.0,1.0,5767.51,2023,2,15,16,2,-628,0,0
614.03,1,9,0,68.0,2,51.0,1.0,4734.110000000001,2023,5,8,16,0,-546,0,0
608.79,1,13,2,55.0,1,157.0,1.0,2991.17,2023,11,3,18,4,-367,1,1
186.55,1,30,1,48.0,1,288.0,1.0,4734.110000000001,2023,6,21,16,2,-502,0,0
840.16,0,7,1,20.0,3,68.0,1.0,1236.76,2023,3,20,16,0,-595,1,1
203.34,1,31,0,60.0,0,66.0,1.0,13586.99,2023,12,20,17,2,-320,2,2
90.88,1,7,0,26.0,1,284.0,1.0,7117.35,2023,11,20,17,0,-350,0,0
60.11,0,0,1,61.0,2,122.0,1.0,7235.87,2023,11,27,17,0,-343,0,0
393.92,1,22,1,72.0,2,47.0,1.0,7318.64,2023,5,16,16,1,-538,0,0
19.39,1,7,0,43.0,0,45.0,1.0,9847.6,2023,11,17,16,4,-353,2,2
557.41,0,42,2,80.0,2,49.0,1.0,2968.75,2023,4,14,16,4,-570,1,1
57.07,0,4,2,31.0,0,99.0,1.0,9323.71,2023,8,25,16,4,-437,2,2
395.27,0,24,2,18.0,3,167.0,1.0,1764.08,2023,8,7,16,0,-455,1,1
289.05,1,27,0,75.0,2,116.0,1.0,5683.49,2023,6,9,17,4,-514,0,0
46.11,1,37,2,33.0,0,233.0,1.0,5225.73,2023,3,27,17,0,-588,0,0
335.5,1,34,0,63.0,2,47.0,1.0,6445.4,2023,8,14,16,0,-448,0,0
388.07,1,39,2,24.0,3,68.0,1.0,289.71,2023,9,5,17,1,-426,1,1
520.86,0,34,2,51.0,1,66.0,1.0,9200.74,2023,3,20,16,0,-595,2,2
787.41,1,22,2,25.0,3,39.0,1.0,300.87,2023,6,19,16,0,-504,1,1
31.7,0,33,0,48.0,0,121.0,1.0,743.9,2023,6,1,16,3,-522,1,1
22.3,1,30,0,21.0,3,90.0,1.0,1200.35,2023,5,1,16,0,-553,1,1
203.12,1,38,0,56.0,2,181.0,1.0,1562.39,2023,1,18,16,2,-656,1,1
315.94,0,33,1,49.0,0,172.0,1.0,7719.71,2023,2,27,17,0,-616,0,0
192.23,1,0,2,54.0,1,39.0,3.0,2610.67,2023,12,28,16,3,-312,1,1
1510.71,1,28,2,66.0,2,51.0,1.0,2060.02,2023,6,15,16,3,-508,1,1
0.26,1,28,2,20.0,3,173.0,1.0,1833.67,2023,11,23,16,3,-347,1,1
210.77,1,23,0,71.0,2,161.0,1.0,5396.65,2023,5,31,16,2,-523,0,0
406.65,1,23,0,57.0,0,107.0,1.0,12995.7,2023,11,8,18,2,-362,2,2
422.9,1,40,0,40.0,1,111.0,1.0,7616.43,2023,2,27,16,0,-616,0,0
20.62,0,30,0,35.0,0,225.0,1.0,12500.8,2023,6,21,17,2,-502,2,2
174.39,1,37,0,19.0,3,36.0,1.0,1127.08,2023,1,9,16,0,-665,1,1
7.86,0,34,1,76.0,2,91.0,1.0,3621.98,2023,10,16,16,0,-385,1,1
211.36,1,10,2,49.0,1,44.0,1.0,5212.28,2023,1,3,18,1,-671,0,0
54.85,0,37,1,58.0,2,40.0,1.0,2727.45,2023,9,5,16,1,-426,1,1
204.7,1,28,1,49.0,0,95.0,5.0,5117.03,2023,9,21,16,3,-410,0,0
16.55,1,40,1,26.0,1,159.0,1.0,6089.79,2023,9,11,17,0,-420,0,0
91.32,1,25,1,58.0,1,77.0,1.0,2618.1,2023,11,10,16,4,-360,1,1
195.49,1,22,0,31.0,0,112.0,1.0,11988.12,2023,6,12,16,0,-511,2,2
49.62,1,32,0,55.0,1,111.0,1.0,3841.42,2023,12,7,16,3,-333,1,1
487.16,0,20,1,28.0,3,84.0,1.0,321.21,2023,1,2,16,0,-672,1,1
405.6,1,40,2,37.0,1,44.0,1.0,9754.73,2023,8,8,17,1,-454,2,2
512.95,1,8,1,57.0,1,143.0,1.0,9584.52,2023,10,16,17,0,-385,2,2
345.94,1,32,0,31.0,0,163.0,1.0,7624.56,2023,10,9,17,0,-392,0,0
356.56,1,27,2,47.0,1,52.0,1.0,2485.73,2023,10,9,17,0,-392,1,1
10.31,1,21,2,36.0,1,280.0,1.0,2137.9,2023,1,13,16,4,-661,1,1
211.69,1,1,1,30.0,0,111.0,1.0,6412.85,2023,10,20,16,4,-381,0,0
221.49,0,28,1,23.0,3,196.0,1.0,707.25,2023,9,13,18,2,-418,1,1
278.23,1,14,2,48.0,1,83.0,1.0,8300.54,2023,5,4,17,3,-550,0,0
116.88,1,22,0,45.0,0,263.0,1.0,7717.34,2023,10,4,17,2,-397,0,0
328.77,0,36,2,39.0,0,247.0,1.0,6967.03,2023,4,3,17,0,-581,0,0
77.53,1,21,1,54.0,2,55.0,1.0,5158.6,2023,7,25,18,1,-468,0,0
421.74,1,38,2,67.0,0,103.0,1.0,12031.14,2023,6,20,17,1,-503,2,2
313.69,1,28,1,73.0,2,152.0,1.0,7093.68,2023,3,10,16,4,-605,0,0
411.72,1,42,1,29.0,0,153.0,1.0,8539.86,2023,6,20,18,1,-503,0,0
508.73,1,6,1,59.0,2,89.0,1.0,7640.57,2023,7,14,16,4,-479,0,0
153.08,1,29,0,24.0,3,201.0,1.0,1292.21,2023,11,27,16,0,-343,1,1
23.01,1,19,1,63.0,2,166.0,1.0,5958.75,2023,6,9,18,4,-514,0,0
69.28,1,20,2,25.0,3,129.0,1.0,708.74,2023,10,30,16,0,-371,1,1
51.25,0,2,1,28.0,3,66.0,1.0,1744.4,2023,8,29,16,1,-433,1,1
407.65,1,10,0,25.0,3,263.0,1.0,273.78,2023,8,7,17,0,-455,1,1
459.25,1,40,1,25.0,3,59.0,1.0,130.76,2023,5,23,16,1,-531,1,1
301.56,1,39,1,49.0,0,118.0,1.0,10389.6,2023,2,9,17,3,-634,2,2
17.67,1,36,2,63.0,0,91.0,1.0,1048.18,2023,6,27,17,1,-496,1,1
5.29,0,37,2,32.0,0,132.0,1.0,12896.68,2023,3,13,18,0,-602,2,2
401.37,1,20,1,43.0,1,251.0,1.0,8208.54,2023,9,18,16,0,-413,0,0
145.4,1,40,2,38.0,1,24.0,1.0,5244.49,2023,7,6,17,3,-487,0,0
556.34,1,39,2,37.0,0,46.0,1.0,11935.14,2023,10,19,16,3,-382,2,2
34.31,1,30,0,24.0,3,251.0,1.0,1484.76,2023,4,28,16,4,-556,1,1
780.59,0,40,2,23.0,3,145.0,1.0,6513.34,2023,6,28,17,2,-495,0,0
282.65,1,13,0,35.0,0,161.0,1.0,13801.15,2023,3,8,17,2,-607,2,2
305.27,1,19,2,68.0,0,147.0,1.0,12958.65,2023,9,27,16,2,-404,2,2
185.81,1,2,2,32.0,0,116.0,1.0,9588.71,2023,9,20,16,2,-411,2,2
66.01,1,25,2,49.0,3,179.0,1.0,3475.99,2023,10,6,18,4,-395,1,1
447.95,1,40,1,29.0,1,75.0,1.0,7544.4,2023,1,11,17,2,-663,0,0
279.3,1,28,0,19.0,3,48.0,1.0,1193.61,2023,6,22,17,3,-501,1,1
211.36,1,16,2,33.0,0,27.0,1.0,12063.77,2023,5,8,16,0,-546,2,2
611.15,1,11,0,27.0,3,121.0,1.0,892.83,2023,8,11,17,4,-451,1,1
275.2,1,27,2,54.0,1,81.0,1.0,1230.12,2023,8,24,17,3,-438,1,1
427.79,1,38,1,18.0,3,189.0,1.0,1479.67,2023,2,21,17,1,-622,1,1
469.13,0,35,0,54.0,0,139.0,1.0,1265.28,2023,1,2,16,0,-672,1,1
102.81,1,39,1,76.0,2,47.0,1.0,3228.87,2023,12,4,16,0,-336,1,1
22.61,1,39,2,19.0,3,145.0,1.0,1111.67,2023,12,21,17,3,-319,1,1
68.28,1,4,2,56.0,1,293.0,1.0,3213.16,2023,6,8,18,3,-515,1,1
33.65,0,27,2,63.0,0,146.0,1.0,12719.93,2023,9,18,17,0,-413,2,2
362.68,0,24,0,63.0,2,137.0,1.0,2040.77,2023,1,16,18,0,-658,1,1
73.23,1,37,1,20.0,3,172.0,1.0,1309.85,2023,6,23,16,4,-500,1,1
654.49,0,2,2,25.0,3,104.0,1.0,164.61,2023,11,20,16,0,-350,1,1
18.56,0,22,1,49.0,1,161.0,1.0,4230.37,2023,4,24,17,0,-560,0,0
389.05,1,9,0,27.0,3,41.0,1.0,761.0,2023,1,6,17,4,-668,1,1
7.38,1,15,2,67.0,2,112.0,1.0,2923.83,2023,3,15,16,2,-600,1,1
109.48,1,3,2,45.0,2,93.0,1.0,7372.47,2023,6,26,17,0,-497,0,0
66.91,1,39,0,39.0,0,85.0,1.0,871.1,2023,1,30,18,0,-644,1,1
335.48,1,28,1,45.0,1,155.0,1.0,3023.16,2023,3,2,16,3,-613,1,1
38.14,1,0,2,19.0,3,174.0,1.0,1119.21,2023,12,28,16,3,-312,1,1
1076.98,1,11,1,60.0,0,173.0,1.0,11833.73,2023,12,20,18,2,-320,2,2
360.02,1,9,2,68.0,2,68.0,1.0,6400.59,2023,2,9,16,3,-634,0,0
567.71,1,22,2,63.0,0,80.0,1.0,13884.24,2023,2,6,18,0,-637,2,2
218.19,1,2,0,19.0,3,185.0,1.0,620.83,2023,5,23,16,1,-531,1,1
209.99,1,10,0,19.0,3,40.0,1.0,1938.01,2023,9,7,17,3,-424,1,1
11.02,1,40,1,19.0,3,280.0,1.0,964.79,2023,11,13,16,0,-357,1,1
83.43,1,27,2,56.0,2,109.0,1.0,1870.16,2023,5,30,16,1,-524,1,1
344.97,1,2,2,34.0,0,106.0,1.0,5577.94,2023,3,20,17,0,-595,0,0
172.29,1,12,0,36.0,1,283.0,1.0,8700.8,2023,1,30,17,0,-644,0,0
195.54,1,29,2,60.0,2,255.0,1.0,2794.66,2023,7,17,16,0,-476,1,1
101.23,1,7,2,45.0,1,87.0,1.0,6169.71,2023,8,4,18,4,-458,0,0
180.46,1,14,0,25.0,3,34.0,1.0,831.75,2023,3,13,16,0,-602,1,1
692.55,1,5,1,53.0,2,109.0,1.0,2451.56,2023,3,7,16,1,-608,1,1
147.31,0,23,2,34.0,0,92.0,1.0,13625.52,2023,6,12,17,0,-511,2,2
107.48,1,20,1,20.0,3,103.0,1.0,1379.39,2023,2,7,17,1,-636,1,1
1831.02,0,8,2,62.0,0,83.0,1.0,11498.01,2023,9,15,17,4,-416,2,2
81.51,1,42,1,25.0,3,97.0,1.0,865.49,2023,8,10,16,3,-452,1,1
365.48,0,39,2,76.0,2,216.0,1.0,7147.4,2023,5,22,17,0,-532,0,0
491.1,0,15,2,35.0,1,125.0,1.0,7833.85,2023,6,5,16,0,-518,0,0
452.8,1,20,1,80.0,2,151.0,1.0,4840.67,2023,11,24,16,4,-346,0,0
645.04,1,22,1,70.0,2,78.0,1.0,7361.47,2023,12,22,17,4,-318,0,0
169.28,1,30,1,45.0,0,114.0,1.0,5128.44,2023,3,27,18,0,-588,0,0
88.42,1,12,0,62.0,0,91.0,1.0,12381.45,2023,10,18,16,2,-383,2,2
155.53,1,3,0,29.0,1,66.0,1.0,4008.05,2023,3,24,17,4,-591,0,0
991.82,1,25,2,43.0,1,300.0,1.0,3493.13,2023,12,4,16,0,-336,1,1
39.24,1,9,0,77.0,2,106.0,1.0,6462.41,2023,11,14,18,1,-356,0,0
152.01,1,13,0,42.0,1,111.0,3.0,4625.12,2023,2,23,16,3,-620,0,0
78.77,0,19,0,48.0,1,50.0,1.0,6470.57,2023,5,8,18,0,-546,0,0
26.5,1,16,2,48.0,1,179.0,1.0,4854.83,2023,2,8,16,2,-635,0,0
83.62,1,33,0,48.0,0,146.0,1.0,12652.22,2023,6,22,17,3,-501,2,2
142.78,1,36,1,68.0,0,150.0,1.0,11705.88,2023,5,9,16,1,-545,2,2
55.99,1,12,0,35.0,0,95.0,1.0,932.61,2023,11,13,16,0,-357,1,1
774.48,1,21,1,61.0,0,31.0,1.0,11613.58,2023,3,6,16,0,-609,2,2
105.37,1,34,0,25.0,3,160.0,1.0,1068.55,2023,5,11,18,3,-543,1,1
118.83,1,41,2,28.0,3,295.0,1.0,1616.3,2023,6,26,16,0,-497,1,1
46.22,1,38,1,23.0,3,217.0,1.0,471.28,2023,11,13,16,0,-357,1,1
659.71,0,38,1,21.0,3,148.0,1.0,106.86,2023,5,5,16,4,-549,1,1
377.97,1,24,2,72.0,2,160.0,1.0,2457.1,2023,11,17,16,4,-353,1,1
114.1,1,4,1,69.0,2,148.0,1.0,5882.12,2023,5,22,17,0,-532,0,0
11.3,0,21,2,55.0,2,41.0,1.0,1938.99,2023,12,1,16,4,-339,1,1
95.5,1,29,2,57.0,2,17.0,1.0,4079.09,2023,5,22,16,0,-532,0,0
130.93,0,15,1,28.0,1,149.0,1.0,860.12,2023,2,8,16,2,-635,1,1
272.97,1,4,2,68.0,2,174.0,1.0,7811.31,2023,4,17,18,0,-567,0,0
73.35,1,37,1,24.0,3,47.0,1.0,1181.84,2023,3,13,16,0,-602,1,1
29.94,1,37,0,58.0,0,243.0,1.0,10915.54,2023,10,13,16,4,-388,2,2
307.24,1,38,0,19.0,3,136.0,2.0,1670.72,2023,11,2,16,3,-368,1,1
50.52,1,4,2,20.0,3,140.0,1.0,1121.19,2023,10,16,16,0,-385,1,1
820.46,0,13,2,53.0,1,243.0,1.0,5621.86,2023,4,3,16,0,-581,0,0
153.07,1,11,0,56.0,1,116.0,1.0,8873.43,2023,4,3,18,0,-581,0,0
52.94,1,40,1,41.0,0,146.0,1.0,6990.92,2023,6,12,17,0,-511,0,0
